domainID,thirdParty,hipaaCompliant,usBased,FullName,Email,DOB,DeviceID,Gender,Phone,IPAddress,Fingerprint,Location,MedicalInfo
doktorconnect.com,0,0,1,{'com.doktorconnect'},set(),{'com.doktorconnect'},set(),set(),{'com.doktorconnect'},set(),set(),set(),set()
docco360.com,0,0,0,set(),set(),set(),set(),{'in.docco360.patient'},set(),set(),set(),set(),set()
ggpht.com,1,1,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
ibb.co,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
129.153.205.81.,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
medantaeclinic.org,0,0,0,{'com.mds.medanta'},set(),{'com.mds.medanta'},set(),{'com.mds.medanta'},{'com.mds.medanta'},set(),set(),set(),set()
medanta.org,0,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
healthcoco.com,0,0,0,{'com.healthcoco.android'},{'com.healthcoco.android'},set(),set(),{'com.healthcoco.android'},{'com.healthcoco.android'},set(),set(),set(),set()
businessport.org,1,0,0,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
healthtap.com,0,1,1,{'com.healthtap.userhtexpress'},{'com.healthtap.userhtexpress'},{'com.healthtap.userhtexpress'},set(),{'com.healthtap.userhtexpress'},set(),set(),set(),{'com.healthtap.userhtexpress'},set()
paypal.com,1,0,1,set(),set(),set(),{'com.healthtap.userhtexpress'},set(),set(),set(),set(),set(),set()
medifi.com,0,1,1,{'com.medifi.patients.production'},{'com.medifi.patients.production'},{'com.medifi.patients.production'},set(),{'com.medifi.patients.production'},set(),set(),set(),{'com.medifi.patients.production'},set()
strikinglycdn.com,1,0,1,set(),set(),set(),set(),{'com.medifi.patients.production'},set(),set(),set(),set(),set()
strikingly.com,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
keen.io,1,0,1,set(),set(),set(),set(),set(),set(),set(),set(),set(),set()
